0	20.000000
1	20.000000
2	20.000000
3	20.000000
4	20.000000
5	20.000000
6	20.000000
7	20.000000
8	20.000000
9	20.000000
10	20.000000
11	20.000000
12	20.000000
13	20.000000
14	20.000000
15	20.000000
16	20.000000
17	20.000000
18	20.000000
19	20.000000
20	20.000000
21	20.000000
22	20.000000
23	20.000000
24	20.000000
25	20.000000
26	20.000000
27	20.000000
28	20.000000
29	20.000000
30	20.000000
31	20.000000
32	20.000000
33	20.000000
34	20.000000
35	20.000000
36	20.000000
37	20.000000
38	20.000000
39	20.000000
40	20.000000
41	20.000000
42	20.000000
43	20.000000
44	20.000000
45	20.000000
46	20.000000
47	20.000000
48	20.000000
49	20.000000
50	20.000000
51	20.000000
52	20.000000
53	20.000000
54	20.000000
55	20.000000
56	20.000000
57	20.000000
58	20.000000
59	20.000000
60	20.000000
61	20.000000
62	20.000000
63	20.000000
64	20.000000
65	20.000000
66	20.000000
67	20.000000
68	20.000000
69	20.000000
70	20.000000
71	20.000000
72	20.000000
73	20.000000
74	20.000000
75	20.000000
76	20.000000
77	20.000000
78	20.000000
79	20.000000
80	20.000000
81	20.000000
82	20.000000
83	20.000000
84	20.000000
85	20.000000
86	20.000000
87	20.000000
88	20.000000
89	20.000000
90	20.000000
91	20.000000
92	20.000000
93	20.000000
94	20.000000
95	20.000000
96	20.000000
97	20.000000
98	20.000000
99	20.000000
100	20.000000
101	20.000000
102	20.000000
103	20.000000
104	20.000000
105	20.000000
106	20.000000
107	20.000000
108	20.000000
109	20.000000
110	20.000000
111	20.000000
112	20.000000
113	20.000000
114	20.000000
115	20.000000
116	20.000000
117	20.000000
118	20.000000
119	20.000000
120	20.000000
121	20.000000
122	20.000000
123	20.000000
124	20.000000
125	20.000000
126	20.000000
127	20.000000
128	20.000000
129	20.000000
130	20.000000
131	20.000000
132	20.000000
133	20.000000
134	20.000000
135	20.000000
136	20.000000
137	20.000000
138	20.000000
139	20.000000
140	20.000000
141	20.000000
142	20.000000
143	20.000000
144	20.000000
145	20.000000
146	20.000000
147	20.000000
148	20.000000
149	20.000000
150	20.000000
151	20.000000
152	20.000000
153	20.000000
154	20.000000
155	20.000000
156	20.000000
157	20.000000
158	20.000000
159	20.000000
160	20.000000
161	20.000000
162	20.000000
163	20.000000
164	20.000000
165	20.000000
166	20.000000
167	20.000000
168	20.000000
169	20.000000
170	20.000000
171	20.000000
172	20.000000
173	20.000000
174	20.000000
175	20.000000
176	20.000000
177	20.000000
178	20.000000
179	20.000000
180	20.000000
181	20.000000
182	20.000000
183	20.000000
184	20.000000
185	20.000000
186	20.000000
187	20.000000
188	20.000000
189	20.000000
190	20.000000
191	20.000000
192	20.000000
193	20.000000
194	20.000000
195	20.000000
196	20.000000
197	20.000000
198	20.000000
199	20.000000
200	20.000000
201	20.000000
202	20.000000
203	20.000000
204	20.000000
205	20.000000
206	20.000000
207	20.000000
208	20.000000
209	20.000000
210	20.000000
211	20.000000
212	20.000000
213	20.000000
214	20.000000
215	20.000000
216	20.000000
217	20.000000
218	20.000000
219	20.000000
220	20.000000
221	20.000000
222	20.000000
223	20.000000
224	20.000000
225	20.000000
226	20.000000
227	20.000000
228	20.000000
229	20.000000
230	20.000000
231	20.000000
232	20.000000
233	20.000000
234	20.000000
235	20.000000
236	20.000000
237	20.000000
238	20.000000
239	20.000000
240	20.000000
241	20.000000
242	20.000000
243	20.000000
244	20.000000
245	20.000000
246	20.000000
247	20.000000
248	20.000000
249	20.000000
250	20.000000
251	20.000000
252	20.000000
253	20.000000
254	20.000000
255	20.000000
256	20.000000
257	20.000000
258	20.000000
259	20.000000
260	20.000000
261	20.000000
262	20.000000
263	20.000000
